InstanceType,vCPUs,MemoryGiB,Region,AvailabilityZone
n2-highmem-128,128.0,864.0,europe-west1,europe-west1-d
n2-highmem-128,128.0,864.0,europe-west2,europe-west2-a
n2-highmem-128,128.0,864.0,europe-west2,europe-west2-b
n2-highmem-128,128.0,864.0,europe-west2,europe-west2-c
n2-highmem-128,128.0,864.0,europe-west3,europe-west3-a
n2-highmem-128,128.0,864.0,europe-west3,europe-west3-b
n2-highmem-128,128.0,864.0,europe-west3,europe-west3-c
n2-highmem-128,128.0,864.0,europe-west4,europe-west4-a
n2-highmem-128,128.0,864.0,europe-west4,europe-west4-b
n2-highmem-128,128.0,864.0,europe-west4,europe-west4-c
n2-highmem-128,128.0,864.0,northamerica-northeast2,northamerica-northeast2-a
n2-highmem-128,128.0,864.0,us-central1,us-central1-a
n2-highmem-128,128.0,864.0,us-central1,us-central1-b
n2-highmem-128,128.0,864.0,us-central1,us-central1-c
n2-highmem-128,128.0,864.0,us-central1,us-central1-f
n2-highmem-128,128.0,864.0,us-east1,us-east1-b
n2-highmem-128,128.0,864.0,us-east1,us-east1-c
n2-highmem-128,128.0,864.0,us-east1,us-east1-d
n2-highmem-128,128.0,864.0,us-east4,us-east4-a
n2-highmem-128,128.0,864.0,us-east4,us-east4-b
n2-highmem-128,128.0,864.0,us-east4,us-east4-c
n2-highmem-128,128.0,864.0,us-east5,us-east5-a
n2-highmem-128,128.0,864.0,us-west1,us-west1-a
n2-highmem-128,128.0,864.0,us-west1,us-west1-b
n2-highmem-128,128.0,864.0,us-west1,us-west1-c
n2-highmem-128,128.0,864.0,us-west2,us-west2-a
n2-highmem-128,128.0,864.0,us-west3,us-west3-a
n2-highmem-128,128.0,864.0,us-west3,us-west3-b
n2-highmem-128,128.0,864.0,us-west3,us-west3-c
n2-highmem-128,128.0,864.0,us-west4,us-west4-a
n2-highmem-128,128.0,864.0,us-west4,us-west4-b
n2-highmem-128,128.0,864.0,us-west4,us-west4-c
n2-highmem-16,16.0,128.0,asia-east1,asia-east1-a
n2-highmem-16,16.0,128.0,asia-east1,asia-east1-b
n2-highmem-16,16.0,128.0,asia-east1,asia-east1-c
n2-highmem-16,16.0,128.0,asia-east2,asia-east2-a
n2-highmem-16,16.0,128.0,asia-east2,asia-east2-b
n2-highmem-16,16.0,128.0,asia-east2,asia-east2-c
n2-highmem-16,16.0,128.0,asia-northeast1,asia-northeast1-a
n2-highmem-16,16.0,128.0,asia-northeast1,asia-northeast1-b
n2-highmem-16,16.0,128.0,asia-northeast1,asia-northeast1-c
n2-highmem-16,16.0,128.0,asia-northeast2,asia-northeast2-a
n2-highmem-16,16.0,128.0,asia-northeast2,asia-northeast2-b
n2-highmem-16,16.0,128.0,asia-northeast2,asia-northeast2-c
n2-highmem-16,16.0,128.0,asia-northeast3,asia-northeast3-a
n2-highmem-16,16.0,128.0,asia-northeast3,asia-northeast3-b
n2-highmem-16,16.0,128.0,asia-northeast3,asia-northeast3-c
n2-highmem-16,16.0,128.0,asia-south1,asia-south1-a
n2-highmem-16,16.0,128.0,asia-south1,asia-south1-b
n2-highmem-16,16.0,128.0,asia-south1,asia-south1-c
n2-highmem-16,16.0,128.0,asia-south2,asia-south2-a
n2-highmem-16,16.0,128.0,asia-south2,asia-south2-b
n2-highmem-16,16.0,128.0,asia-south2,asia-south2-c
n2-highmem-16,16.0,128.0,asia-southeast1,asia-southeast1-a
n2-highmem-16,16.0,128.0,asia-southeast1,asia-southeast1-b
n2-highmem-16,16.0,128.0,asia-southeast1,asia-southeast1-c
n2-highmem-16,16.0,128.0,asia-southeast2,asia-southeast2-a
n2-highmem-16,16.0,128.0,asia-southeast2,asia-southeast2-b
n2-highmem-16,16.0,128.0,asia-southeast2,asia-southeast2-c
n2-highmem-16,16.0,128.0,australia-southeast1,australia-southeast1-a
n2-highmem-16,16.0,128.0,australia-southeast1,australia-southeast1-b
n2-highmem-16,16.0,128.0,australia-southeast1,australia-southeast1-c
n2-highmem-16,16.0,128.0,australia-southeast2,australia-southeast2-a
n2-highmem-16,16.0,128.0,australia-southeast2,australia-southeast2-b
n2-highmem-16,16.0,128.0,australia-southeast2,australia-southeast2-c
n2-highmem-16,16.0,128.0,europe-central2,europe-central2-a
n2-highmem-16,16.0,128.0,europe-central2,europe-central2-b
n2-highmem-16,16.0,128.0,europe-central2,europe-central2-c
n2-highmem-16,16.0,128.0,europe-north1,europe-north1-a
n2-highmem-16,16.0,128.0,europe-north1,europe-north1-b
n2-highmem-16,16.0,128.0,europe-north1,europe-north1-c
n2-highmem-16,16.0,128.0,europe-southwest1,europe-southwest1-a
n2-highmem-16,16.0,128.0,europe-southwest1,europe-southwest1-b
n2-highmem-16,16.0,128.0,europe-southwest1,europe-southwest1-c
n2-highmem-16,16.0,128.0,europe-west1,europe-west1-b
n2-highmem-16,16.0,128.0,europe-west1,europe-west1-c
n2-highmem-16,16.0,128.0,europe-west1,europe-west1-d
n2-highmem-16,16.0,128.0,europe-west2,europe-west2-a
n2-highmem-16,16.0,128.0,europe-west2,europe-west2-b
n2-highmem-16,16.0,128.0,europe-west2,europe-west2-c
n2-highmem-16,16.0,128.0,europe-west3,europe-west3-a
n2-highmem-16,16.0,128.0,europe-west3,europe-west3-b
n2-highmem-16,16.0,128.0,europe-west3,europe-west3-c
n2-highmem-16,16.0,128.0,europe-west4,europe-west4-a
n2-highmem-16,16.0,128.0,europe-west4,europe-west4-b
n2-highmem-16,16.0,128.0,europe-west4,europe-west4-c
n2-highmem-16,16.0,128.0,europe-west6,europe-west6-a
n2-highmem-16,16.0,128.0,europe-west6,europe-west6-b
n2-highmem-16,16.0,128.0,europe-west6,europe-west6-c
n2-highmem-16,16.0,128.0,europe-west8,europe-west8-a
n2-highmem-16,16.0,128.0,europe-west8,europe-west8-b
n2-highmem-16,16.0,128.0,europe-west8,europe-west8-c
n2-highmem-16,16.0,128.0,europe-west9,europe-west9-a
n2-highmem-16,16.0,128.0,europe-west9,europe-west9-b
n2-highmem-16,16.0,128.0,europe-west9,europe-west9-c
n2-highmem-16,16.0,128.0,me-west1,me-west1-a
n2-highmem-16,16.0,128.0,me-west1,me-west1-b
n2-highmem-16,16.0,128.0,me-west1,me-west1-c
n2-highmem-16,16.0,128.0,northamerica-northeast1,northamerica-northeast1-a
n2-highmem-16,16.0,128.0,northamerica-northeast1,northamerica-northeast1-b
n2-highmem-16,16.0,128.0,northamerica-northeast1,northamerica-northeast1-c
n2-highmem-16,16.0,128.0,northamerica-northeast2,northamerica-northeast2-a
n2-highmem-16,16.0,128.0,northamerica-northeast2,northamerica-northeast2-b
n2-highmem-16,16.0,128.0,northamerica-northeast2,northamerica-northeast2-c
n2-highmem-16,16.0,128.0,southamerica-east1,southamerica-east1-a
n2-highmem-16,16.0,128.0,southamerica-east1,southamerica-east1-b
n2-highmem-16,16.0,128.0,southamerica-east1,southamerica-east1-c
n2-highmem-16,16.0,128.0,southamerica-west1,southamerica-west1-a
n2-highmem-16,16.0,128.0,southamerica-west1,southamerica-west1-b
n2-highmem-16,16.0,128.0,southamerica-west1,southamerica-west1-c
n2-highmem-16,16.0,128.0,us-central1,us-central1-a
n2-highmem-16,16.0,128.0,us-central1,us-central1-b
n2-highmem-16,16.0,128.0,us-central1,us-central1-c
n2-highmem-16,16.0,128.0,us-central1,us-central1-f
n2-highmem-16,16.0,128.0,us-east1,us-east1-b
n2-highmem-16,16.0,128.0,us-east1,us-east1-c
n2-highmem-16,16.0,128.0,us-east1,us-east1-d
n2-highmem-16,16.0,128.0,us-east4,us-east4-a
n2-highmem-16,16.0,128.0,us-east4,us-east4-b
n2-highmem-16,16.0,128.0,us-east4,us-east4-c
n2-highmem-16,16.0,128.0,us-east5,us-east5-a
n2-highmem-16,16.0,128.0,us-east5,us-east5-b
n2-highmem-16,16.0,128.0,us-east5,us-east5-c
n2-highmem-16,16.0,128.0,us-south1,us-south1-a
n2-highmem-16,16.0,128.0,us-south1,us-south1-b
n2-highmem-16,16.0,128.0,us-south1,us-south1-c
n2-highmem-16,16.0,128.0,us-west1,us-west1-a
n2-highmem-16,16.0,128.0,us-west1,us-west1-b
n2-highmem-16,16.0,128.0,us-west1,us-west1-c
n2-highmem-16,16.0,128.0,us-west2,us-west2-a
n2-highmem-16,16.0,128.0,us-west2,us-west2-b
n2-highmem-16,16.0,128.0,us-west2,us-west2-c
n2-highmem-16,16.0,128.0,us-west3,us-west3-a
n2-highmem-16,16.0,128.0,us-west3,us-west3-b
n2-highmem-16,16.0,128.0,us-west3,us-west3-c
n2-highmem-16,16.0,128.0,us-west4,us-west4-a
n2-highmem-16,16.0,128.0,us-west4,us-west4-b
n2-highmem-16,16.0,128.0,us-west4,us-west4-c
n2-highmem-2,2.0,16.0,asia-east1,asia-east1-a
n2-highmem-2,2.0,16.0,asia-east1,asia-east1-b
n2-highmem-2,2.0,16.0,asia-east1,asia-east1-c
n2-highmem-2,2.0,16.0,asia-east2,asia-east2-a
n2-highmem-2,2.0,16.0,asia-east2,asia-east2-b
n2-highmem-2,2.0,16.0,asia-east2,asia-east2-c
n2-highmem-2,2.0,16.0,asia-northeast1,asia-northeast1-a
n2-highmem-2,2.0,16.0,asia-northeast1,asia-northeast1-b
n2-highmem-2,2.0,16.0,asia-northeast1,asia-northeast1-c
n2-highmem-2,2.0,16.0,asia-northeast2,asia-northeast2-a
n2-highmem-2,2.0,16.0,asia-northeast2,asia-northeast2-b
n2-highmem-2,2.0,16.0,asia-northeast2,asia-northeast2-c
n2-highmem-2,2.0,16.0,asia-northeast3,asia-northeast3-a
n2-highmem-2,2.0,16.0,asia-northeast3,asia-northeast3-b
n2-highmem-2,2.0,16.0,asia-northeast3,asia-northeast3-c
n2-highmem-2,2.0,16.0,asia-south1,asia-south1-a
n2-highmem-2,2.0,16.0,asia-south1,asia-south1-b
n2-highmem-2,2.0,16.0,asia-south1,asia-south1-c
n2-highmem-2,2.0,16.0,asia-south2,asia-south2-a
n2-highmem-2,2.0,16.0,asia-south2,asia-south2-b
n2-highmem-2,2.0,16.0,asia-south2,asia-south2-c
n2-highmem-2,2.0,16.0,asia-southeast1,asia-southeast1-a
n2-highmem-2,2.0,16.0,asia-southeast1,asia-southeast1-b
n2-highmem-2,2.0,16.0,asia-southeast1,asia-southeast1-c
n2-highmem-2,2.0,16.0,asia-southeast2,asia-southeast2-a
n2-highmem-2,2.0,16.0,asia-southeast2,asia-southeast2-b
n2-highmem-2,2.0,16.0,asia-southeast2,asia-southeast2-c
n2-highmem-2,2.0,16.0,australia-southeast1,australia-southeast1-a
n2-highmem-2,2.0,16.0,australia-southeast1,australia-southeast1-b
n2-highmem-2,2.0,16.0,australia-southeast1,australia-southeast1-c
n2-highmem-2,2.0,16.0,australia-southeast2,australia-southeast2-a
n2-highmem-2,2.0,16.0,australia-southeast2,australia-southeast2-b
n2-highmem-2,2.0,16.0,australia-southeast2,australia-southeast2-c
n2-highmem-2,2.0,16.0,europe-central2,europe-central2-a
n2-highmem-2,2.0,16.0,europe-central2,europe-central2-b
n2-highmem-2,2.0,16.0,europe-central2,europe-central2-c
n2-highmem-2,2.0,16.0,europe-north1,europe-north1-a
n2-highmem-2,2.0,16.0,europe-north1,europe-north1-b
n2-highmem-2,2.0,16.0,europe-north1,europe-north1-c
n2-highmem-2,2.0,16.0,europe-southwest1,europe-southwest1-a
n2-highmem-2,2.0,16.0,europe-southwest1,europe-southwest1-b
n2-highmem-2,2.0,16.0,europe-southwest1,europe-southwest1-c
n2-highmem-2,2.0,16.0,europe-west1,europe-west1-b
n2-highmem-2,2.0,16.0,europe-west1,europe-west1-c
n2-highmem-2,2.0,16.0,europe-west1,europe-west1-d
n2-highmem-2,2.0,16.0,europe-west2,europe-west2-a
n2-highmem-2,2.0,16.0,europe-west2,europe-west2-b
n2-highmem-2,2.0,16.0,europe-west2,europe-west2-c
n2-highmem-2,2.0,16.0,europe-west3,europe-west3-a
n2-highmem-2,2.0,16.0,europe-west3,europe-west3-b
n2-highmem-2,2.0,16.0,europe-west3,europe-west3-c
n2-highmem-2,2.0,16.0,europe-west4,europe-west4-a
n2-highmem-2,2.0,16.0,europe-west4,europe-west4-b
n2-highmem-2,2.0,16.0,europe-west4,europe-west4-c
n2-highmem-2,2.0,16.0,europe-west6,europe-west6-a
n2-highmem-2,2.0,16.0,europe-west6,europe-west6-b
n2-highmem-2,2.0,16.0,europe-west6,europe-west6-c
n2-highmem-2,2.0,16.0,europe-west8,europe-west8-a
n2-highmem-2,2.0,16.0,europe-west8,europe-west8-b
n2-highmem-2,2.0,16.0,europe-west8,europe-west8-c
n2-highmem-2,2.0,16.0,europe-west9,europe-west9-a
n2-highmem-2,2.0,16.0,europe-west9,europe-west9-b
n2-highmem-2,2.0,16.0,europe-west9,europe-west9-c
n2-highmem-2,2.0,16.0,me-west1,me-west1-a
n2-highmem-2,2.0,16.0,me-west1,me-west1-b
n2-highmem-2,2.0,16.0,me-west1,me-west1-c
n2-highmem-2,2.0,16.0,northamerica-northeast1,northamerica-northeast1-a
n2-highmem-2,2.0,16.0,northamerica-northeast1,northamerica-northeast1-b
n2-highmem-2,2.0,16.0,northamerica-northeast1,northamerica-northeast1-c
n2-highmem-2,2.0,16.0,northamerica-northeast2,northamerica-northeast2-a
n2-highmem-2,2.0,16.0,northamerica-northeast2,northamerica-northeast2-b
n2-highmem-2,2.0,16.0,northamerica-northeast2,northamerica-northeast2-c
n2-highmem-2,2.0,16.0,southamerica-east1,southamerica-east1-a
n2-highmem-2,2.0,16.0,southamerica-east1,southamerica-east1-b
n2-highmem-2,2.0,16.0,southamerica-east1,southamerica-east1-c
n2-highmem-2,2.0,16.0,southamerica-west1,southamerica-west1-a
n2-highmem-2,2.0,16.0,southamerica-west1,southamerica-west1-b
n2-highmem-2,2.0,16.0,southamerica-west1,southamerica-west1-c
n2-highmem-2,2.0,16.0,us-central1,us-central1-a
n2-highmem-2,2.0,16.0,us-central1,us-central1-b
n2-highmem-2,2.0,16.0,us-central1,us-central1-c
n2-highmem-2,2.0,16.0,us-central1,us-central1-f
n2-highmem-2,2.0,16.0,us-east1,us-east1-b
n2-highmem-2,2.0,16.0,us-east1,us-east1-c
n2-highmem-2,2.0,16.0,us-east1,us-east1-d
n2-highmem-2,2.0,16.0,us-east4,us-east4-a
n2-highmem-2,2.0,16.0,us-east4,us-east4-b
n2-highmem-2,2.0,16.0,us-east4,us-east4-c
n2-highmem-2,2.0,16.0,us-east5,us-east5-a
n2-highmem-2,2.0,16.0,us-east5,us-east5-b
n2-highmem-2,2.0,16.0,us-east5,us-east5-c
n2-highmem-2,2.0,16.0,us-south1,us-south1-a
n2-highmem-2,2.0,16.0,us-south1,us-south1-b
n2-highmem-2,2.0,16.0,us-south1,us-south1-c
n2-highmem-2,2.0,16.0,us-west1,us-west1-a
n2-highmem-2,2.0,16.0,us-west1,us-west1-b
n2-highmem-2,2.0,16.0,us-west1,us-west1-c
n2-highmem-2,2.0,16.0,us-west2,us-west2-a
n2-highmem-2,2.0,16.0,us-west2,us-west2-b
n2-highmem-2,2.0,16.0,us-west2,us-west2-c
n2-highmem-2,2.0,16.0,us-west3,us-west3-a
n2-highmem-2,2.0,16.0,us-west3,us-west3-b
n2-highmem-2,2.0,16.0,us-west3,us-west3-c
n2-highmem-2,2.0,16.0,us-west4,us-west4-a
n2-highmem-2,2.0,16.0,us-west4,us-west4-b
n2-highmem-2,2.0,16.0,us-west4,us-west4-c
n2-highmem-32,32.0,256.0,asia-east1,asia-east1-a
n2-highmem-32,32.0,256.0,asia-east1,asia-east1-b
n2-highmem-32,32.0,256.0,asia-east1,asia-east1-c
n2-highmem-32,32.0,256.0,asia-east2,asia-east2-a
n2-highmem-32,32.0,256.0,asia-east2,asia-east2-b
n2-highmem-32,32.0,256.0,asia-east2,asia-east2-c
n2-highmem-32,32.0,256.0,asia-northeast1,asia-northeast1-a
n2-highmem-32,32.0,256.0,asia-northeast1,asia-northeast1-b
n2-highmem-32,32.0,256.0,asia-northeast1,asia-northeast1-c
n2-highmem-32,32.0,256.0,asia-northeast2,asia-northeast2-a
n2-highmem-32,32.0,256.0,asia-northeast2,asia-northeast2-b
n2-highmem-32,32.0,256.0,asia-northeast2,asia-northeast2-c
n2-highmem-32,32.0,256.0,asia-northeast3,asia-northeast3-a
n2-highmem-32,32.0,256.0,asia-northeast3,asia-northeast3-b
n2-highmem-32,32.0,256.0,asia-northeast3,asia-northeast3-c
n2-highmem-32,32.0,256.0,asia-south1,asia-south1-a
n2-highmem-32,32.0,256.0,asia-south1,asia-south1-b
n2-highmem-32,32.0,256.0,asia-south1,asia-south1-c
n2-highmem-32,32.0,256.0,asia-south2,asia-south2-a
n2-highmem-32,32.0,256.0,asia-south2,asia-south2-b
n2-highmem-32,32.0,256.0,asia-south2,asia-south2-c
n2-highmem-32,32.0,256.0,asia-southeast1,asia-southeast1-a
n2-highmem-32,32.0,256.0,asia-southeast1,asia-southeast1-b
n2-highmem-32,32.0,256.0,asia-southeast1,asia-southeast1-c
n2-highmem-32,32.0,256.0,asia-southeast2,asia-southeast2-a
n2-highmem-32,32.0,256.0,asia-southeast2,asia-southeast2-b
n2-highmem-32,32.0,256.0,asia-southeast2,asia-southeast2-c
n2-highmem-32,32.0,256.0,australia-southeast1,australia-southeast1-a
n2-highmem-32,32.0,256.0,australia-southeast1,australia-southeast1-b
n2-highmem-32,32.0,256.0,australia-southeast1,australia-southeast1-c
n2-highmem-32,32.0,256.0,australia-southeast2,australia-southeast2-a
n2-highmem-32,32.0,256.0,australia-southeast2,australia-southeast2-b
n2-highmem-32,32.0,256.0,australia-southeast2,australia-southeast2-c
n2-highmem-32,32.0,256.0,europe-central2,europe-central2-a
n2-highmem-32,32.0,256.0,europe-central2,europe-central2-b
n2-highmem-32,32.0,256.0,europe-central2,europe-central2-c
n2-highmem-32,32.0,256.0,europe-north1,europe-north1-a
n2-highmem-32,32.0,256.0,europe-north1,europe-north1-b
n2-highmem-32,32.0,256.0,europe-north1,europe-north1-c
n2-highmem-32,32.0,256.0,europe-southwest1,europe-southwest1-a
n2-highmem-32,32.0,256.0,europe-southwest1,europe-southwest1-b
n2-highmem-32,32.0,256.0,europe-southwest1,europe-southwest1-c
n2-highmem-32,32.0,256.0,europe-west1,europe-west1-b
n2-highmem-32,32.0,256.0,europe-west1,europe-west1-c
n2-highmem-32,32.0,256.0,europe-west1,europe-west1-d
n2-highmem-32,32.0,256.0,europe-west2,europe-west2-a
n2-highmem-32,32.0,256.0,europe-west2,europe-west2-b
n2-highmem-32,32.0,256.0,europe-west2,europe-west2-c
n2-highmem-32,32.0,256.0,europe-west3,europe-west3-a
n2-highmem-32,32.0,256.0,europe-west3,europe-west3-b
n2-highmem-32,32.0,256.0,europe-west3,europe-west3-c
n2-highmem-32,32.0,256.0,europe-west4,europe-west4-a
n2-highmem-32,32.0,256.0,europe-west4,europe-west4-b
n2-highmem-32,32.0,256.0,europe-west4,europe-west4-c
n2-highmem-32,32.0,256.0,europe-west6,europe-west6-a
n2-highmem-32,32.0,256.0,europe-west6,europe-west6-b
n2-highmem-32,32.0,256.0,europe-west6,europe-west6-c
n2-highmem-32,32.0,256.0,europe-west8,europe-west8-a
n2-highmem-32,32.0,256.0,europe-west8,europe-west8-b
n2-highmem-32,32.0,256.0,europe-west8,europe-west8-c
n2-highmem-32,32.0,256.0,europe-west9,europe-west9-a
n2-highmem-32,32.0,256.0,europe-west9,europe-west9-b
n2-highmem-32,32.0,256.0,europe-west9,europe-west9-c
n2-highmem-32,32.0,256.0,me-west1,me-west1-a
n2-highmem-32,32.0,256.0,me-west1,me-west1-b
n2-highmem-32,32.0,256.0,me-west1,me-west1-c
n2-highmem-32,32.0,256.0,northamerica-northeast1,northamerica-northeast1-a
n2-highmem-32,32.0,256.0,northamerica-northeast1,northamerica-northeast1-b
n2-highmem-32,32.0,256.0,northamerica-northeast1,northamerica-northeast1-c
n2-highmem-32,32.0,256.0,northamerica-northeast2,northamerica-northeast2-a
n2-highmem-32,32.0,256.0,northamerica-northeast2,northamerica-northeast2-b
n2-highmem-32,32.0,256.0,northamerica-northeast2,northamerica-northeast2-c
n2-highmem-32,32.0,256.0,southamerica-east1,southamerica-east1-a
n2-highmem-32,32.0,256.0,southamerica-east1,southamerica-east1-b
n2-highmem-32,32.0,256.0,southamerica-east1,southamerica-east1-c
n2-highmem-32,32.0,256.0,southamerica-west1,southamerica-west1-a
n2-highmem-32,32.0,256.0,southamerica-west1,southamerica-west1-b
n2-highmem-32,32.0,256.0,southamerica-west1,southamerica-west1-c
n2-highmem-32,32.0,256.0,us-central1,us-central1-a
n2-highmem-32,32.0,256.0,us-central1,us-central1-b
n2-highmem-32,32.0,256.0,us-central1,us-central1-c
n2-highmem-32,32.0,256.0,us-central1,us-central1-f
n2-highmem-32,32.0,256.0,us-east1,us-east1-b
n2-highmem-32,32.0,256.0,us-east1,us-east1-c
n2-highmem-32,32.0,256.0,us-east1,us-east1-d
n2-highmem-32,32.0,256.0,us-east4,us-east4-a
n2-highmem-32,32.0,256.0,us-east4,us-east4-b
n2-highmem-32,32.0,256.0,us-east4,us-east4-c
n2-highmem-32,32.0,256.0,us-east5,us-east5-a
n2-highmem-32,32.0,256.0,us-east5,us-east5-b
n2-highmem-32,32.0,256.0,us-east5,us-east5-c
n2-highmem-32,32.0,256.0,us-south1,us-south1-a
n2-highmem-32,32.0,256.0,us-south1,us-south1-b
n2-highmem-32,32.0,256.0,us-south1,us-south1-c
n2-highmem-32,32.0,256.0,us-west1,us-west1-a
n2-highmem-32,32.0,256.0,us-west1,us-west1-b
n2-highmem-32,32.0,256.0,us-west1,us-west1-c
n2-highmem-32,32.0,256.0,us-west2,us-west2-a
n2-highmem-32,32.0,256.0,us-west2,us-west2-b
n2-highmem-32,32.0,256.0,us-west2,us-west2-c
n2-highmem-32,32.0,256.0,us-west3,us-west3-a
n2-highmem-32,32.0,256.0,us-west3,us-west3-b
n2-highmem-32,32.0,256.0,us-west3,us-west3-c
n2-highmem-32,32.0,256.0,us-west4,us-west4-a
n2-highmem-32,32.0,256.0,us-west4,us-west4-b
n2-highmem-32,32.0,256.0,us-west4,us-west4-c
n2-highmem-48,48.0,384.0,asia-east1,asia-east1-a
n2-highmem-48,48.0,384.0,asia-east1,asia-east1-b
n2-highmem-48,48.0,384.0,asia-east1,asia-east1-c
n2-highmem-48,48.0,384.0,asia-east2,asia-east2-a
n2-highmem-48,48.0,384.0,asia-east2,asia-east2-b
n2-highmem-48,48.0,384.0,asia-east2,asia-east2-c
n2-highmem-48,48.0,384.0,asia-northeast1,asia-northeast1-a
n2-highmem-48,48.0,384.0,asia-northeast1,asia-northeast1-b
n2-highmem-48,48.0,384.0,asia-northeast1,asia-northeast1-c
n2-highmem-48,48.0,384.0,asia-northeast2,asia-northeast2-a
n2-highmem-48,48.0,384.0,asia-northeast2,asia-northeast2-b
n2-highmem-48,48.0,384.0,asia-northeast2,asia-northeast2-c
n2-highmem-48,48.0,384.0,asia-northeast3,asia-northeast3-a
n2-highmem-48,48.0,384.0,asia-northeast3,asia-northeast3-b
n2-highmem-48,48.0,384.0,asia-northeast3,asia-northeast3-c
n2-highmem-48,48.0,384.0,asia-south1,asia-south1-a
n2-highmem-48,48.0,384.0,asia-south1,asia-south1-b
n2-highmem-48,48.0,384.0,asia-south1,asia-south1-c
n2-highmem-48,48.0,384.0,asia-south2,asia-south2-a
n2-highmem-48,48.0,384.0,asia-south2,asia-south2-b
n2-highmem-48,48.0,384.0,asia-south2,asia-south2-c
n2-highmem-48,48.0,384.0,asia-southeast1,asia-southeast1-a
n2-highmem-48,48.0,384.0,asia-southeast1,asia-southeast1-b
n2-highmem-48,48.0,384.0,asia-southeast1,asia-southeast1-c
n2-highmem-48,48.0,384.0,asia-southeast2,asia-southeast2-a
n2-highmem-48,48.0,384.0,asia-southeast2,asia-southeast2-b
n2-highmem-48,48.0,384.0,asia-southeast2,asia-southeast2-c
n2-highmem-48,48.0,384.0,australia-southeast1,australia-southeast1-a
n2-highmem-48,48.0,384.0,australia-southeast1,australia-southeast1-b
n2-highmem-48,48.0,384.0,australia-southeast1,australia-southeast1-c
n2-highmem-48,48.0,384.0,australia-southeast2,australia-southeast2-a
n2-highmem-48,48.0,384.0,australia-southeast2,australia-southeast2-b
n2-highmem-48,48.0,384.0,australia-southeast2,australia-southeast2-c
n2-highmem-48,48.0,384.0,europe-central2,europe-central2-a
n2-highmem-48,48.0,384.0,europe-central2,europe-central2-b
n2-highmem-48,48.0,384.0,europe-central2,europe-central2-c
n2-highmem-48,48.0,384.0,europe-north1,europe-north1-a
n2-highmem-48,48.0,384.0,europe-north1,europe-north1-b
n2-highmem-48,48.0,384.0,europe-north1,europe-north1-c
n2-highmem-48,48.0,384.0,europe-southwest1,europe-southwest1-a
n2-highmem-48,48.0,384.0,europe-southwest1,europe-southwest1-b
n2-highmem-48,48.0,384.0,europe-southwest1,europe-southwest1-c
n2-highmem-48,48.0,384.0,europe-west1,europe-west1-b
n2-highmem-48,48.0,384.0,europe-west1,europe-west1-c
n2-highmem-48,48.0,384.0,europe-west1,europe-west1-d
n2-highmem-48,48.0,384.0,europe-west2,europe-west2-a
n2-highmem-48,48.0,384.0,europe-west2,europe-west2-b
n2-highmem-48,48.0,384.0,europe-west2,europe-west2-c
n2-highmem-48,48.0,384.0,europe-west3,europe-west3-a
n2-highmem-48,48.0,384.0,europe-west3,europe-west3-b
n2-highmem-48,48.0,384.0,europe-west3,europe-west3-c
n2-highmem-48,48.0,384.0,europe-west4,europe-west4-a
n2-highmem-48,48.0,384.0,europe-west4,europe-west4-b
n2-highmem-48,48.0,384.0,europe-west4,europe-west4-c
n2-highmem-48,48.0,384.0,europe-west6,europe-west6-a
n2-highmem-48,48.0,384.0,europe-west6,europe-west6-b
n2-highmem-48,48.0,384.0,europe-west6,europe-west6-c
n2-highmem-48,48.0,384.0,europe-west8,europe-west8-a
n2-highmem-48,48.0,384.0,europe-west8,europe-west8-b
n2-highmem-48,48.0,384.0,europe-west8,europe-west8-c
n2-highmem-48,48.0,384.0,europe-west9,europe-west9-a
n2-highmem-48,48.0,384.0,europe-west9,europe-west9-b
n2-highmem-48,48.0,384.0,europe-west9,europe-west9-c
n2-highmem-48,48.0,384.0,me-west1,me-west1-a
n2-highmem-48,48.0,384.0,me-west1,me-west1-b
n2-highmem-48,48.0,384.0,me-west1,me-west1-c
n2-highmem-48,48.0,384.0,northamerica-northeast1,northamerica-northeast1-a
n2-highmem-48,48.0,384.0,northamerica-northeast1,northamerica-northeast1-b
n2-highmem-48,48.0,384.0,northamerica-northeast1,northamerica-northeast1-c
n2-highmem-48,48.0,384.0,northamerica-northeast2,northamerica-northeast2-a
